env,step,row,release_row,released,certified,k,gate_ok,can,contact,reward,r_adv,r_leash,r_bonus,r_act,r_soft,e_n_cm,e_xy_cm,dp_plate_cm,dr_plate_deg,dp_sponge_cm,dr_sponge_deg,within,plate_tilt_deg,gap_mm,coverage,travel_cm,success,died,die_kind,cross_any,dq_re_deg,done,F_L_thumb,F_L_index,F_L_middle,F_L_ring,F_L_pinky,F_R_thumb,F_R_index,F_R_middle,F_R_ring,F_R_pinky
0,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.136094e-05,0.0,-0.0,0.0,-9.136094e-05,-0.0,0.3376199,0.54619706,0.0,0.0,0.0,0.0,1.0,0.24866034,-10.998153,0.20833333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.4302227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.149751e-05,0.0,-0.0,0.0,-9.149751e-05,-0.0,0.35908464,0.6675315,0.0,0.0,0.0,0.0,1.0,0.06561061,-10.163013,0.21296297,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6939535,0.0,2.1167963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.1082e-05,0.0,-0.0,0.0,-9.1082e-05,-0.0,0.3943881,0.66241634,0.0,0.0,0.0,0.0,1.0,0.06561061,-10.426356,0.20833333,0.0,0.0,0.0,0.0,0.0,0.0,0,3.532631,0.0,1.5077513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.112315e-05,0.0,-0.0,0.0,-9.112315e-05,-0.0,0.37011355,0.6073697,0.0,0.0,0.0,0.0,1.0,0.19583526,-10.82893,0.20833333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.4295251,0.0,0.10409371,0.0,0.0,0.0,0.0,0.0
0,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011537946,0.0,-0.0,0.0,-0.00011537946,-0.0,0.4419081,0.5281703,0.0,0.0,0.0,0.0,1.0,0.5319225,-8.548263,0.2361111,0.17188852,0.0,0.0,0.0,0.0,0.0,0,7.8998585,0.0,1.3099804,0.0,0.042634092,0.0,0.0,0.0,0.0,0.0
1,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.000103464954,0.0,-0.0,0.0,-0.000103464954,-0.0,0.45179632,0.6032809,0.0,0.0,0.0,0.0,1.0,0.20747904,-8.957622,0.22685185,0.09235818,0.0,0.0,0.0,0.0,0.0,0,9.728758,0.0,3.0951376,0.0,5.7716837,0.0,0.0,0.0,0.0,0.0
2,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.745671e-05,0.0,-0.0,0.0,-9.745671e-05,-0.0,0.43005198,0.35283092,0.0,0.0,0.0,0.0,1.0,0.32565883,-9.237687,0.24537037,0.32279986,0.0,0.0,0.0,0.0,0.0,0,3.607538,0.0,4.4577894,0.0,14.215389,0.0,0.0,0.0,0.0,0.0
3,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011690324,0.0,-0.0,0.0,-0.00011690324,-0.0,0.4371885,0.43052185,0.0,0.0,0.0,0.0,1.0,0.33630025,-8.522836,0.24074075,0.19438231,0.0,0.0,0.0,0.0,0.0,0,3.7673674,0.024476623,5.5499935,0.0,5.988024,0.0,0.0,0.0,0.0,0.0
0,2,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.378508e-05,0.0,-0.0,0.0,-7.378508e-05,-0.0,0.45016855,0.5425183,0.0,0.0,0.0,0.0,1.0,0.29208308,-8.7902775,0.2361111,0.21800634,0.0,0.0,0.0,0.0,0.0,0,6.751646,1.8717277,0.856967,0.0,2.3749602,0.0,0.0,0.0,0.0,0.0
1,2,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011819307,0.0,-0.0,0.0,-0.00011819307,-0.0,0.43868497,0.5436121,0.0,0.0,0.0,0.0,1.0,0.2121421,-8.4456415,0.23148148,0.22520502,0.0,0.0,0.0,0.0,0.0,0,7.704613,1.3051159,2.0913734,0.0,3.3740342,0.0,0.0,0.0,0.0,0.0
