env,step,row,release_row,released,certified,k,gate_ok,can,contact,reward,r_adv,r_leash,r_bonus,r_act,r_soft,e_n_cm,e_xy_cm,dp_plate_cm,dr_plate_deg,dp_sponge_cm,dr_sponge_deg,within,plate_tilt_deg,gap_mm,coverage,travel_cm,success,died,die_kind,cross_any,dq_re_deg,done,F_L_thumb,F_L_index,F_L_middle,F_L_ring,F_L_pinky,F_R_thumb,F_R_index,F_R_middle,F_R_ring,F_R_pinky
0,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00014810727,0.0,-0.0,0.0,-0.00014810727,-0.0,0.08434653,0.37599233,0.0,0.0,0.0,0.0,1.0,0.0,-3.513961,0.31944445,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00014826428,0.0,-0.0,0.0,-0.00014826428,-0.0,0.094348006,0.33494592,0.0,0.0,0.0,0.0,1.0,0.0,-3.6205873,0.3101852,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5050147,0.0
2,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00014823904,0.0,-0.0,0.0,-0.00014823904,-0.0,0.10059457,0.31560612,0.0,0.0,0.0,0.0,1.0,0.0,-2.512942,0.30092594,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.917089,0.0
3,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00014822224,0.0,-0.0,0.0,-0.00014822224,-0.0,0.097543,0.35311222,0.0,0.0,0.0,0.0,1.0,0.0,-2.9750803,0.30092594,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3047118,0.0
0,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001413357,0.0,-0.0,0.0,-0.0001413357,-0.0,0.05949959,0.18287309,0.0,0.0,0.0,0.0,1.0,0.027976453,-2.2894022,0.35185185,0.19851702,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.9965231,0.0,0.0,0.0,2.991341,0.0
1,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00013096524,0.0,-0.0,0.0,-0.00013096524,-0.0,0.061493926,0.16225895,0.0,0.0,0.0,0.0,1.0,0.0,-2.4983082,0.3472222,0.17568345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8309693,0.0
2,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001259102,0.0,-0.0,0.0,-0.0001259102,-0.0,0.04437715,0.15303251,0.0,0.0,0.0,0.0,1.0,0.0,-2.447461,0.36574075,0.16279204,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7060523,0.0
3,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00013200616,0.0,-0.0,0.0,-0.00013200616,-0.0,0.052791648,0.17901838,0.0,0.0,0.0,0.0,1.0,0.0,-2.4595315,0.3425926,0.17475739,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0646253,0.0
0,2,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.000120722696,0.0,-0.0,0.0,-0.000120722696,-0.0,0.05339384,0.13508253,0.0,0.0,0.0,0.0,1.0,0.69012153,-3.3726032,0.36574075,0.2937835,0.0,0.0,0.0,0.0,0.0,0,2.84158,0.0,0.0,0.0,11.242415,0.0,0.0,0.077246,0.7185321,0.0
1,2,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.000118309305,0.0,-0.0,0.0,-0.000118309305,-0.0,0.04863832,0.1522944,0.0,0.0,0.0,0.0,1.0,0.52339333,-3.0285466,0.3611111,0.24224404,0.0,0.0,0.0,0.0,0.0,0,1.6511366,0.0,0.0,0.2918614,7.5283422,0.0,0.0,0.0,0.008790047,0.0
