env,step,row,release_row,pinned,released,reward,r_contact,r_hold,r_bonus,r_act,r_cross,cross,cross_any,c_plate,c_sponge,dp_plate_cm,dr_plate_deg,dp_sponge_cm,dr_sponge_deg,within,plate_ok,sponge_ok,cert,cert_run,new_cert,dropped,drop_plate,drop_sponge,new_drop,success,done,act_abs_mean,res_arm_max_rad,res_fin_max_rad,F_L_thumb,F_L_index,F_L_middle,F_L_ring,F_L_pinky,F_R_thumb,F_R_index,F_R_middle,F_R_ring,F_R_pinky,gapL_idx_mid_cm,gapL_mid_ring_cm,gapL_ring_pinky_cm,d3L_idx_mid_cm,d3L_mid_ring_cm,d3L_ring_pinky_cm,gapR_idx_mid_cm,gapR_mid_ring_cm,gapR_ring_pinky_cm,d3R_idx_mid_cm,d3R_mid_ring_cm,d3R_ring_pinky_cm
2,2,3,49,1,0.0,0.1866058,0.18666668,0.0,0.0,-6.088701e-05,-0.0,0.0,0.0,1.6666667,0.2,0.011860895,0.25022906,0.057595555,0.9470789,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19718711,0.0053520007,0.056494527,2.5066347,1.8053658,0.27708635,0.0,3.3223007,0.8639274,0.0,0.23151849,0.0,0.0,2.1116219,2.121909,3.6756673,2.114025,2.3012211,4.0600886,2.1178126,3.133201,1.933866,2.36406,3.1469417,2.348352
3,2,3,48,1,0.0,0.21993919,0.22000001,0.0,0.0,-6.0830356e-05,-0.0,0.0,0.0,2.0,0.2,0.007236701,0.22381166,0.056021202,0.9602107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19709621,0.005350825,0.056463756,2.216865,1.6692258,0.7709685,0.0,3.640124,0.9338168,0.0,0.26607603,0.0,0.0,2.1118622,2.1228735,3.6763835,2.1143143,2.3019748,4.0613184,2.1175413,3.1335943,1.9336715,2.3641782,3.147265,2.3480778
0,3,4,48,1,0.0,0.2399543,0.24000001,0.0,0.0,-4.571497e-05,-0.0,0.0,0.0,2.0,0.4,0.026740782,0.32142508,0.084758095,1.0202813,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17478965,0.0066604633,0.070928335,3.777959,2.962884,1.1369331,0.0,5.869016,2.4311051,0.0,0.30366203,1.7490983,0.0,2.0419855,2.1845214,3.6350415,2.044003,2.3658495,4.0502105,2.1018744,3.0661561,2.0077474,2.3830557,3.073546,2.4578896
1,3,4,50,1,0.0,0.23995358,0.24000001,0.0,0.0,-4.6428464e-05,-0.0,0.0,0.0,2.0,0.4,0.014570304,0.29607502,0.08478333,1.0400355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1757709,0.0067019965,0.07134066,4.039659,2.9382508,2.0869694,0.0,5.360619,2.396275,0.0,0.3328529,1.7181509,0.0,2.0400112,2.1822858,3.6296346,2.042292,2.362909,4.045922,2.1026106,3.0632892,2.0111337,2.3840036,3.0710082,2.4650826
2,3,4,49,1,0.0,0.23995358,0.24000001,0.0,0.0,-4.6431014e-05,-0.0,0.0,0.0,2.0,0.4,0.022024661,0.29607502,0.08416725,1.0210481,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17583387,0.006700737,0.0712735,5.0383067,3.1088743,2.156881,0.0,5.448209,1.9962755,0.0,0.47958553,1.6525662,0.0,2.025356,2.186195,3.6288202,2.0272431,2.3675077,4.046451,2.1029525,3.0624993,2.0115442,2.3828676,3.0700932,2.462337
3,3,4,48,1,0.0,0.2399544,0.24000001,0.0,0.0,-4.5615117e-05,-0.0,0.0,0.0,2.0,0.4,0.017497376,0.3115327,0.084550954,0.97155553,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17457281,0.0066500306,0.07092363,4.182575,2.9488137,2.2014115,0.0,5.354075,2.0212436,0.0,0.42794374,1.6199102,0.0,2.0360384,2.1822321,3.6291957,2.0381403,2.3631134,4.0466266,2.1021194,3.064029,2.0095468,2.3815737,3.0715115,2.4586248
0,4,5,48,1,0.0,0.2599611,0.26,0.0,0.0,-3.889836e-05,-0.0,0.0,0.0,2.0,0.6,0.029238224,0.25640848,0.096803196,0.913424,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16316916,0.0077803144,0.08371161,6.146906,4.266253,3.909832,0.0,6.42028,5.3936157,0.0,1.7126534,3.8938518,0.0,1.9690235,2.2439876,3.587473,1.9716631,2.430207,4.030257,2.0685575,3.0447066,2.0539262,2.36274,3.0537195,2.601756
1,4,5,50,1,0.0,0.25996086,0.26,0.0,0.0,-3.913022e-05,-0.0,0.0,0.0,2.0,0.6,0.02500042,0.23738812,0.100443125,0.88026077,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16347043,0.007828446,0.08411345,5.981566,4.751522,3.0338373,0.0,6.192429,5.53459,0.0,1.6327058,4.069305,0.0,1.9727763,2.239714,3.5818155,1.9758996,2.4240932,4.025422,2.0698197,3.0399778,2.0591953,2.3652375,3.0494967,2.6150358
2,4,5,49,1,0.0,0.2599599,0.26,0.0,0.0,-4.0094827e-05,-0.0,0.0,0.0,2.0,0.6,0.022755677,0.23738812,0.09837567,0.86410767,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16513048,0.007873283,0.08410797,6.599035,4.482186,4.1187515,0.0,6.270945,4.6366644,0.080755666,0.9241015,2.4881108,0.0,1.9468293,2.2450237,3.5807378,1.9495302,2.4308305,4.0266166,2.0750701,3.0237033,2.0690024,2.3800366,3.0326133,2.6230273
3,4,5,48,1,0.0,0.2599606,0.26,0.0,0.0,-3.9386934e-05,-0.0,0.0,0.0,2.0,0.6,0.016613439,0.26834074,0.114189275,0.80599546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16411977,0.007782925,0.083664864,6.6135974,4.6601315,2.043548,0.0,6.103403,4.745953,0.0,1.0114864,2.9617639,0.0,1.971022,2.2373552,3.5813186,1.9736327,2.4219813,4.0278745,2.074711,3.0267797,2.0635173,2.3654873,3.0372753,2.6139276
0,5,6,48,1,0.0,0.259964,0.26,0.0,0.0,-3.599822e-05,-0.0,0.0,0.0,2.0,0.6,0.029358562,0.34034836,0.15662485,1.6432587,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15860334,0.008797598,0.09565152,7.7937775,4.1592183,4.475493,0.0,6.201673,3.239759,0.0,1.1139697,4.514972,0.0,1.9221637,2.2725105,3.5350814,1.9252911,2.4709187,4.001123,2.043759,3.0044615,2.1054604,2.3500109,3.0140524,2.7181816
1,5,6,50,1,0.0,0.25996378,0.26,0.0,0.0,-3.6211062e-05,-0.0,0.0,0.0,2.0,0.6,0.025443671,0.27976462,0.15548979,1.701757,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15914088,0.008851832,0.09614341,6.718889,4.156706,7.028299,0.0,7.7583227,3.1175125,0.0,1.1632433,4.2045465,0.0,1.9197736,2.2834578,3.537074,1.9241897,2.477813,4.0048814,2.0492382,2.990067,2.1155744,2.3594067,2.9995606,2.7337272
2,5,6,49,1,0.0,0.259964,0.26,0.0,0.0,-3.6009184e-05,-0.0,0.0,0.0,2.0,0.6,0.03226137,0.39167053,0.15983121,1.6962285,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15812935,0.008909704,0.095947206,6.752431,4.080391,4.408512,0.0,7.020219,1.7274014,0.0,1.9885602,4.701293,0.0,1.9026488,2.2823465,3.5329635,1.9058138,2.4790077,4.001606,2.0478516,2.9894142,2.1187782,2.3547356,3.0001757,2.7394063
3,5,6,48,1,0.0,0.259965,0.26,0.0,0.0,-3.4994504e-05,-0.0,0.0,0.0,2.0,0.6,0.030673718,0.45799458,0.16344517,1.7791091,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15675406,0.008777195,0.09538934,6.8885713,4.5292807,1.939595,0.0,7.990742,1.9050466,0.0,1.326358,4.202955,0.0,1.9133084,2.2788749,3.5348084,1.9157948,2.471374,4.006915,2.0477147,2.9903464,2.112861,2.3546314,3.0008106,2.7280521
0,6,7,48,1,0.0,0.2799688,0.28,0.0,0.0,-3.1196534e-05,-0.0,0.0,0.0,2.0,0.8,0.049336396,0.48456672,0.13328567,1.4750884,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14913012,0.009697551,0.106173724,7.899758,3.8212957,7.040359,0.10971598,7.2417293,8.091823,3.0833645,7.662275,11.062616,0.0,1.8883433,2.302489,3.4896266,1.8935617,2.5155864,3.9822404,2.018559,3.0544736,2.09964,2.2858293,3.063273,2.8013985
1,6,7,50,1,0.0,0.27996865,0.28,0.0,0.0,-3.1357005e-05,-0.0,0.0,0.0,2.0,0.8,0.034291282,0.3262588,0.093062066,1.3977118,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14922415,0.009755097,0.10653985,8.22738,5.0985827,6.995661,0.08991162,6.727534,5.1235657,0.852407,6.981868,9.30048,0.0,1.8658932,2.3245718,3.4965124,1.8716755,2.5303636,3.990144,2.0143695,3.0520737,2.1085896,2.2836494,3.0609407,2.8342164
2,6,7,49,1,0.0,0.2599697,0.26,0.0,0.0,-3.026605e-05,-0.0,0.0,0.0,2.0,0.6,0.05023973,0.43521175,0.070909046,0.5539061,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14724644,0.0097788535,0.106299475,7.5323353,4.7751904,10.762671,0.23502268,8.459996,5.989033,0.43391207,2.3252454,5.249298,0.0,1.8485672,2.3291063,3.4917684,1.8560969,2.538793,3.9870028,2.0143003,2.9929585,2.1607406,2.3072655,3.0020456,2.8974266
3,6,7,48,1,0.0,0.2799704,0.28,0.0,0.0,-2.9588742e-05,-0.0,0.0,0.0,2.0,0.8,0.04942507,0.55249125,0.02845217,0.4242842,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14598872,0.00963904,0.10566201,10.85152,7.2601385,1.7485725,0.32893303,8.305377,6.795138,0.70637333,2.9835598,5.536305,0.0,1.8562089,2.3190987,3.4981594,1.8592888,2.5131493,4.009261,2.017384,2.9901185,2.157779,2.296252,2.9984748,2.8974826
0,7,8,48,1,0.0,0.27996916,0.28,0.0,0.0,-3.084723e-05,-0.0,0.0,0.0,2.0,0.8,0.056046404,0.35827357,0.05254252,0.4893884,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15028493,0.010501126,0.11627952,9.592571,4.5895233,12.428234,0.23282081,7.1563144,8.6110325,0.66712683,3.7227943,6.665176,0.0,1.8110778,2.3649845,3.458162,1.8238816,2.585037,3.971094,1.9611671,3.0676715,2.1470933,2.2448173,3.0755823,2.9690173
1,7,8,50,1,0.0,0.279971,0.28,0.0,0.0,-2.8994627e-05,-0.0,0.0,0.0,2.0,0.8,0.04637274,0.5308164,0.049435552,0.46478003,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14550386,0.010504507,0.116579115,9.654104,5.5645905,7.253153,0.18743342,6.9840245,8.161588,0.6629886,3.9764948,6.9705186,0.0,1.8363405,2.3509457,3.454003,1.845185,2.5667977,3.9702482,1.9611955,3.0571601,2.163467,2.2447078,3.0653281,2.9889717
2,7,8,49,1,0.0,0.27997318,0.28,0.0,0.0,-2.6813426e-05,-0.0,0.0,0.0,2.0,0.8,0.054414272,0.4242842,0.03226778,0.37114978,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13931605,0.010469551,0.11547815,9.195049,7.3902273,9.541089,0.4266355,9.299224,7.2106843,0.6750609,3.712072,6.4777064,0.0,1.7969247,2.3805408,3.4554977,1.8099715,2.5957367,3.9743376,1.982183,3.020458,2.1921186,2.2633607,3.0288403,3.0178099
3,7,8,48,1,0.0,0.27997115,0.28,0.0,0.0,-2.8846207e-05,-0.0,0.0,0.0,2.0,0.8,0.041527573,0.4613998,0.04176761,0.5337572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14516097,0.01048898,0.11568093,11.243684,9.805737,2.050713,0.53721523,8.322084,7.4958262,0.84363246,3.344793,7.073446,0.0,1.8028498,2.3502185,3.4538045,1.8077112,2.542922,3.9899669,1.9802763,2.9838548,2.2179575,2.2661839,2.9929435,3.0326173
0,8,9,48,1,0.0,0.27997622,0.28,0.0,0.0,-2.3777524e-05,-0.0,0.0,0.0,2.0,0.8,0.041868895,0.40734354,0.08949064,0.7903054,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13149402,0.011046545,0.124082536,11.35144,6.323729,10.535713,0.23644829,7.1431975,8.521489,0.7730425,4.034942,7.704144,0.0,1.7378856,2.4018402,3.4204981,1.7588208,2.6315982,3.9549704,1.9389324,3.0294924,2.257783,2.223268,3.0385184,3.1347845
1,8,9,50,1,0.0,0.2799748,0.28,0.0,0.0,-2.521335e-05,-0.0,0.0,0.0,2.0,0.8,0.041517753,0.41116843,0.090103135,0.8261366,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13707724,0.011150761,0.12533177,11.584108,8.887714,8.388555,0.6827401,8.847679,8.367668,1.2831078,4.194168,7.92209,0.0,1.7477747,2.415888,3.423838,1.7654551,2.6356232,3.9667044,1.9344062,3.0308545,2.2677615,2.2200084,3.0397367,3.1480722
2,8,9,49,1,0.0,0.2799754,0.28,0.0,0.0,-2.4583627e-05,-0.0,0.0,0.0,2.0,0.8,0.044485375,0.39366376,0.07538693,0.64163214,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13527153,0.011103683,0.124250755,10.599666,8.32649,7.311916,0.44910255,9.941831,7.907333,1.1665131,2.9135075,5.7120805,0.0,1.7473016,2.4265096,3.4223008,1.7638525,2.6357057,3.972255,1.9527986,2.974461,2.299104,2.2392173,2.9840844,3.1721103
3,8,9,48,1,0.0,0.27997592,0.28,0.0,0.0,-2.4092938e-05,-0.0,0.0,0.0,2.0,0.8,0.039604325,0.5395908,0.07924138,0.7763166,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13481885,0.011209858,0.124563426,12.174091,10.015809,2.7886038,0.6395293,7.8006845,7.8135138,0.94945323,3.9525294,7.5169487,0.0,1.7608027,2.3802805,3.416805,1.7685477,2.5753026,3.9727356,1.9508176,2.9765315,2.2913873,2.235652,2.9865947,3.1591282
0,9,10,48,1,0.0,0.27997735,0.28,0.0,0.0,-2.2655246e-05,-0.0,0.0,0.0,2.0,0.8,0.06178477,0.37534365,0.14837874,1.5195215,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1305682,0.011874264,0.13179722,11.382152,11.548471,3.8214142,0.5459113,10.237516,8.530236,2.3562593,4.709308,11.99894,0.0,1.6975105,2.4478767,3.397959,1.7169657,2.6680365,3.961664,1.9152052,3.0049882,2.356711,2.2076051,3.013546,3.2830744
1,9,10,50,1,0.0,0.27997842,0.28,0.0,0.0,-2.1565196e-05,-0.0,0.0,0.0,2.0,0.8,0.038831793,0.3013157,0.15011084,1.168336,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12775674,0.011889353,0.1330036,12.648098,9.691831,7.37594,0.44506004,8.317916,8.226623,1.4617702,3.752037,7.3397574,0.0,1.7143518,2.451288,3.3946254,1.7386562,2.6683712,3.9627104,1.9165553,2.976107,2.3891568,2.2033503,2.986704,3.3286293
2,9,10,49,1,0.0,0.27997845,0.28,0.0,0.0,-2.1547638e-05,-0.0,0.0,0.0,2.0,0.8,0.034424532,0.2741122,0.12203944,1.1568913,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12771532,0.011829721,0.13202333,11.693607,9.61549,7.529218,0.44636592,8.286399,8.0325985,1.1197296,4.3013334,11.00906,0.0,1.7082118,2.468358,3.393156,1.732609,2.678289,3.961422,1.92834,2.9389992,2.3821263,2.2135441,2.9501958,3.3143234
3,9,10,48,1,0.0,0.27997977,0.28,0.0,0.0,-2.0222331e-05,-0.0,0.0,0.0,2.0,0.8,0.03508794,0.44057387,0.12303928,1.1967962,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12463398,0.011828354,0.1321973,13.798486,12.051192,2.2611957,0.7942896,8.734884,8.13399,0.8371677,3.988792,7.777168,0.0,1.7509639,2.3986616,3.3902657,1.7618768,2.5949175,3.9655075,1.9161023,2.9646113,2.375959,2.1999137,2.975896,3.302145
0,10,11,48,1,0.0,0.2799805,0.28,0.0,0.0,-1.9497991e-05,-0.0,0.0,0.0,2.0,0.8,0.02499636,0.30646676,0.17402877,1.7547452,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.121715136,0.012720467,0.13911545,15.44912,12.526591,4.6259575,0.6986058,10.37156,8.461643,1.7124505,4.10551,8.975423,0.0,1.6759329,2.483483,3.3736434,1.7001666,2.6991208,3.9545088,1.8968731,3.00569,2.4117217,2.187988,3.0142438,3.389422
1,10,11,50,1,0.0,0.27997917,0.28,0.0,0.0,-2.0821128e-05,-0.0,0.0,0.0,2.0,0.8,0.032019913,0.3115327,0.17591393,1.8234316,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12495254,0.012733507,0.14019819,14.185956,12.0255375,7.4092655,0.6422914,8.8928795,8.835144,2.0379379,4.6811304,10.671571,0.0,1.6782902,2.484677,3.3677943,1.7076826,2.6999307,3.9590259,1.8899165,3.0034385,2.4277904,2.1824276,3.0118158,3.4086266
2,10,11,49,1,0.0,0.27998045,0.28,0.0,0.0,-1.9560775e-05,-0.0,0.0,0.0,2.0,0.8,0.034524348,0.314035,0.16057505,1.8156887,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.120539725,0.012641165,0.13893376,14.774236,12.375408,7.572552,0.96808314,8.905307,7.3229485,1.5343307,3.4140804,10.855142,0.0,1.6753588,2.5008671,3.3616695,1.7050097,2.7107923,3.9511945,1.8970155,2.9335961,2.453938,2.1875598,2.9440584,3.438027
3,10,11,48,1,0.0,0.27998173,0.28,0.0,0.0,-1.8271743e-05,-0.0,0.0,0.0,2.0,0.8,0.027434278,0.43700644,0.15410843,1.6003052,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.117400385,0.012625361,0.13890508,11.9761305,11.959715,4.026878,0.43229064,9.094989,7.2381186,1.1744239,3.6744108,8.100412,0.0,1.741203,2.413385,3.3758733,1.7572227,2.6124172,3.960052,1.8871427,2.941729,2.4600723,2.1720865,2.9540372,3.4465823
0,11,12,48,1,0.0,0.2799809,0.28,0.0,0.0,-1.9103483e-05,-0.0,0.0,0.0,2.0,0.8,0.01212832,0.1426525,0.1995095,1.9707267,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11944425,0.0135455225,0.14609307,13.791088,13.246766,4.0417233,1.0309182,8.4282465,7.853856,1.7660596,4.4207354,9.483225,0.0,1.6777158,2.4745173,3.3484123,1.7015077,2.6898181,3.948234,1.8787377,2.975937,2.4779572,2.1698394,2.985064,3.4837694
1,11,12,50,1,0.0,0.27997917,0.28,0.0,0.0,-2.083274e-05,-0.0,0.0,0.0,2.0,0.8,0.03845961,0.29870686,0.20052746,1.995984,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12452622,0.013581869,0.14734398,12.983904,10.686463,8.0113535,0.75159466,8.690322,7.80357,1.8226986,4.6013145,9.855021,0.0,1.6580031,2.5133047,3.3465118,1.6943209,2.7312207,3.9537005,1.8695905,2.977156,2.4896882,2.1581042,2.9860783,3.5018961
2,11,12,49,1,0.0,0.27997977,0.28,0.0,0.0,-2.0238798e-05,-0.0,0.0,0.0,2.0,0.8,0.029719828,0.19382657,0.16915406,1.9865502,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12286706,0.01346656,0.14593187,13.836036,11.533521,2.7465317,0.7079817,9.524109,7.2211595,0.80281985,3.3606079,7.510538,0.0,1.6657274,2.5042367,3.3398197,1.693718,2.7148871,3.9505694,1.8759117,2.8957322,2.5146112,2.1624315,2.9084866,3.5412128
3,11,12,48,1,0.0,0.2799811,0.28,0.0,0.0,-1.8894978e-05,-0.0,0.0,0.0,2.0,0.8,0.031886615,0.4423468,0.17390366,1.7786691,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11852153,0.013419084,0.14549308,13.310509,12.96234,2.4308114,0.7192079,7.898333,9.209353,0.7918488,4.1817718,8.904476,0.0,1.7267373,2.4295037,3.351006,1.7456565,2.635569,3.9512548,1.8573344,2.9171846,2.5205479,2.1373239,2.930933,3.5447624
